	PV2	PV5	PV6	PV7	PV8	PV9
Cluster-3358.0	0	0	0	0	10	0
Cluster-3359.0	0	0	0	0	10	0
Cluster-3360.0	0	0	0	0	10	0
Cluster-3361.0	0	0	0	0	13	0
Cluster-3362.0	0	0	0	0	2	32
Cluster-3363.0	0	0	0	0	12	0
Cluster-3364.0	0	0	0	0	10	0
Cluster-3365.0	0	0	0	0	11	0
Cluster-3366.0	0	0	0	0	10	0
Cluster-3367.0	0	0	0	0	17	0
Cluster-3368.0	0	0	0	0	39	0
Cluster-3369.0	0	0	0	0	18	0
Cluster-3370.0	0	0	0	0	10	0
Cluster-3370.1	0	0	0	4	0	0
Cluster-3371.0	0	0	0	0	28	0
Cluster-3372.0	0	0	0	0	15	0
Cluster-3373.0	0	0	0	0	16	0
Cluster-3374.0	0	0	0	0	16	0
Cluster-3375.0	0	0	0	0	10	20
Cluster-3376.0	0	0	0	0	21	0
Cluster-3377.0	0	0	0	0	12	28
Cluster-3378.0	0	0	0	0	18	0
Cluster-3379.0	0	0	0	0	1	17
Cluster-3380.0	0	0	0	0	2	20
Cluster-3381.0	0	0	0	0	23	0
Cluster-3382.0	0	0	0	0	12	0
Cluster-3383.0	0	0	0	0	31	9
Cluster-3384.0	0	0	0	0	6	44
Cluster-3385.0	0	0	0	0	10	0
Cluster-3386.0	0	0	0	0	23	0
Cluster-3387.0	0	0	0	0	10	17
Cluster-3388.0	0	0	0	0	33	38
Cluster-3389.0	0	0	0	0	26	28
Cluster-3390.0	0	0	0	0	11	0
Cluster-3391.0	0	0	0	0	13	0
Cluster-3392.0	0	0	0	0	45	0
Cluster-3393.0	0	0	0	0	39	39
Cluster-3394.0	0	0	0	0	19	0
Cluster-3395.0	0	0	0	0	7	35
Cluster-3396.0	0	0	0	0	23	0
Cluster-3397.0	0	0	0	0	11	0
Cluster-3398.0	0	0	0	0	15	26
Cluster-3399.0	0	0	0	0	19	0
Cluster-3400.0	0	0	0	0	14	0
Cluster-3401.0	0	0	0	0	12	0
Cluster-3402.0	0	0	0	0	14	0
Cluster-3403.0	0	0	0	0	12	0
Cluster-3404.0	0	0	0	0	10	0
Cluster-3405.0	0	0	0	0	24	0
Cluster-3406.0	0	0	0	0	7	22
Cluster-3406.1	92	25	56	41	43	13
Cluster-3407.0	0	0	0	0	13	0
Cluster-3408.0	0	0	0	0	17	0
Cluster-3409.0	0	0	0	0	12	0
Cluster-3410.0	0	0	0	0	4	25
Cluster-3411.0	0	0	0	0	19	0
Cluster-3412.0	0	0	0	0	4	22
Cluster-3413.0	0	0	0	0	17	0
Cluster-3414.0	0	0	0	0	12	0
Cluster-3415.0	0	0	0	0	13	0
Cluster-3416.0	0	0	0	0	11	35
Cluster-3417.0	0	0	0	0	5	25
Cluster-3418.0	0	0	0	0	14	0
Cluster-3419.0	0	0	0	0	1	23
Cluster-3420.0	0	0	0	0	15	0
Cluster-3421.0	0	0	0	0	21	10
Cluster-3422.0	0	0	0	0	21	0
Cluster-3423.0	0	0	0	0	10	0
Cluster-3424.0	0	0	0	0	17	0
Cluster-3425.0	0	0	0	0	21	0
Cluster-3426.0	0	0	0	0	5	22
Cluster-3427.0	0	0	0	0	5	34
Cluster-3428.0	0	0	0	0	11	0
Cluster-3429.0	0	0	0	0	10	0
Cluster-3430.0	0	0	0	0	10	0
Cluster-3431.0	0	0	0	0	11	0
Cluster-3432.0	0	0	0	0	10	0
Cluster-3433.0	0	0	0	0	8	9
Cluster-3434.0	0	0	0	0	5	24
Cluster-3435.0	0	0	0	0	12	0
Cluster-3435.1	0	0	11	52	0	41
Cluster-3435.2	855	549	947	1012	1162	738
Cluster-3436.0	0	0	0	0	14	0
Cluster-3437.0	0	0	0	0	10	0
Cluster-3438.0	0	0	0	0	16	0
Cluster-3439.0	0	0	0	0	7	27
Cluster-3440.0	0	0	0	0	12	19
Cluster-3441.0	0	0	0	0	4	25
Cluster-3442.0	0	0	0	0	21	19
Cluster-3443.0	0	0	0	0	18	0
Cluster-3444.0	0	0	0	0	15	0
Cluster-3445.0	0	0	0	0	14	0
Cluster-3446.0	0	0	0	0	27	0
Cluster-3447.0	0	0	0	0	29	0
Cluster-3448.0	0	0	0	0	11	0
Cluster-3449.0	0	0	0	0	2	38
Cluster-3450.0	0	0	0	10	10	13
Cluster-3451.0	0	0	0	0	23	0
Cluster-3452.0	0	0	0	0	3	10
Cluster-3453.0	0	0	0	0	2	15
Cluster-3454.0	0	0	0	0	8	21
Cluster-3455.0	0	0	0	0	10	41
Cluster-3456.0	0	0	0	0	3	27
Cluster-3457.0	0	0	0	0	5	17
Cluster-3458.0	0	0	0	9	9	0
Cluster-3458.1	0	0	0	0	24	0
Cluster-3459.0	0	0	0	0	25	0
Cluster-3460.0	0	0	0	0	14	26
Cluster-3461.0	0	0	0	0	12	38
Cluster-3462.0	0	0	0	0	1	15
Cluster-3463.0	0	0	0	0	10	0
Cluster-3463.1	326	396	543	716	1227	368
Cluster-3463.2	156	63	193	138	166	67
Cluster-3463.3	26	3	31	40	101	9
Cluster-3464.0	0	0	0	0	14	0
Cluster-3465.0	0	0	0	0	24	0
Cluster-3466.0	0	0	0	0	1	25
Cluster-3467.0	0	0	0	0	17	26
Cluster-3468.0	0	0	0	0	13	0
Cluster-3469.0	0	0	0	0	2	13
Cluster-3470.0	0	0	0	0	10	0
Cluster-3471.0	0	0	0	0	15	0
Cluster-3472.0	0	0	0	0	6	14
Cluster-3473.0	0	0	0	0	24	0
Cluster-3474.0	0	0	0	0	16	0
Cluster-3475.0	0	0	0	0	30	0
Cluster-3476.0	0	0	0	0	3	34
Cluster-3477.0	0	0	0	0	7	23
Cluster-3478.0	0	0	0	0	17	0
Cluster-3479.0	0	0	0	0	10	42
Cluster-3480.0	0	0	0	0	13	0
Cluster-3481.0	0	0	0	0	24	0
Cluster-3482.0	0	0	0	0	10	3
Cluster-3483.0	0	0	0	0	8	35
Cluster-3483.1	0	0	0	8	12	0
Cluster-3484.0	0	0	0	0	1	17
Cluster-3485.0	0	0	0	0	42	0
Cluster-3486.0	0	0	0	0	7	12
Cluster-3487.0	0	0	0	0	11	22
Cluster-3488.0	0	0	0	0	13	0
Cluster-3489.0	0	0	0	0	6	32
Cluster-3490.0	0	0	0	0	30	0
Cluster-3491.0	0	0	0	0	3	11
Cluster-3492.0	0	0	0	0	10	0
Cluster-3493.0	0	0	0	0	39	0
Cluster-3494.0	0	0	0	0	2	12
Cluster-3495.0	0	0	0	0	13	29
Cluster-3496.0	0	0	0	0	23	0
Cluster-3497.0	0	0	0	0	37	0
Cluster-3498.0	0	0	0	0	12	0
Cluster-3499.0	0	0	0	0	38	0
Cluster-3500.0	0	0	0	0	21	0
Cluster-3501.0	0	0	0	0	7	34
Cluster-3502.0	0	0	0	0	20	0
Cluster-3503.0	0	0	0	0	18	0
Cluster-3504.0	0	0	0	0	5	38
Cluster-3505.0	0	0	0	0	18	0
Cluster-3506.0	0	0	0	0	2	14
Cluster-3507.0	0	0	0	0	12	0
Cluster-3508.0	0	0	0	0	13	0
Cluster-3509.0	0	0	0	0	13	0
Cluster-3510.0	0	0	0	0	13	53
Cluster-3511.0	0	0	0	0	16	26
Cluster-3512.0	0	0	0	0	12	0
Cluster-3513.0	0	0	0	0	11	0
Cluster-3514.0	0	0	0	0	20	0
Cluster-3515.0	0	0	0	0	38	38
Cluster-3516.0	0	0	0	0	18	0
Cluster-3517.0	0	0	0	0	26	16
Cluster-3518.0	0	0	0	0	11	46
Cluster-3519.0	0	0	0	0	12	0
Cluster-3520.0	0	0	0	0	5	12
Cluster-3521.0	0	0	0	0	12	31
Cluster-3522.0	0	0	0	0	12	0
Cluster-3523.0	0	0	0	0	19	54
Cluster-3524.0	0	0	0	0	37	0
Cluster-3525.0	0	0	0	0	10	0
Cluster-3526.0	0	0	0	16	10	0
Cluster-3527.0	0	0	0	0	20	0
Cluster-3528.0	0	0	0	0	12	0
Cluster-3529.0	0	0	0	0	18	24
Cluster-3530.0	0	0	0	0	17	23
Cluster-3531.0	0	0	0	0	15	13
Cluster-3532.0	0	0	0	0	10	0
Cluster-3533.0	0	0	0	0	16	0
Cluster-3534.0	0	0	0	0	38	0
Cluster-3534.1	0	18	0	19	39	0
Cluster-3534.2	0	0	38	40	133	14
Cluster-3534.3	0	0	16	130	94	37
Cluster-3535.0	0	0	0	0	11	0
Cluster-3536.0	0	0	0	0	10	0
Cluster-3537.0	0	0	0	0	9	31
Cluster-3538.0	0	0	0	0	21	0
Cluster-3538.1	0	0	0	0	24	0
Cluster-3539.0	0	0	0	0	8	34
Cluster-3540.0	0	0	0	0	3	30
Cluster-3541.0	0	0	0	0	14	0
Cluster-3541.1	0	0	0	22	17	0
Cluster-3542.0	0	0	0	0	16	0
Cluster-3543.0	0	0	0	0	10	0
Cluster-3544.0	0	0	0	0	15	0
Cluster-3544.1	0	39	115	8	33	0
Cluster-3545.0	0	0	0	0	14	0
Cluster-3546.0	0	0	0	0	26	0
Cluster-3547.0	0	0	0	0	11	0
Cluster-3548.0	0	0	0	0	24	0
Cluster-3549.0	0	0	0	0	10	0
Cluster-3550.0	0	0	0	0	13	0
Cluster-3551.0	0	0	0	0	13	0
Cluster-3552.0	0	0	0	0	13	25
Cluster-3553.0	0	0	0	0	21	0
Cluster-3554.0	0	0	0	0	14	0
Cluster-3555.0	0	0	0	0	4	30
Cluster-3555.1	0	0	0	11	16	0
Cluster-3556.0	0	0	0	0	4	24
Cluster-3557.0	0	0	0	0	13	0
Cluster-3558.0	0	0	0	0	11	0
Cluster-3559.0	0	0	0	0	13	0
Cluster-3560.0	0	0	0	0	12	0
Cluster-3561.0	0	0	0	0	21	5
Cluster-3562.0	0	0	0	0	13	0
Cluster-3563.0	0	0	0	0	33	29
Cluster-3564.0	0	0	0	0	25	0
Cluster-3564.1	0	0	0	0	8	0
Cluster-3565.0	0	0	0	0	26	0
Cluster-3566.0	0	0	0	0	16	0
Cluster-3567.0	0	0	0	0	5	36
Cluster-3568.0	0	0	0	0	9	28
Cluster-3569.0	0	0	0	0	10	23
Cluster-3570.0	0	0	0	0	19	0
Cluster-3571.0	0	0	0	0	15	14
Cluster-3572.0	0	0	0	0	11	0
Cluster-3573.0	0	0	0	0	28	0
Cluster-3574.0	0	0	0	0	14	0
Cluster-3575.0	0	0	0	0	13	0
Cluster-3576.0	0	0	0	0	3	14
Cluster-3577.0	0	0	0	0	39	34
Cluster-3578.0	0	0	0	0	9	40
Cluster-3578.1	0	0	0	9	5	0
Cluster-3579.0	0	0	0	0	12	0
Cluster-3580.0	0	0	0	0	7	24
Cluster-3581.0	0	0	0	0	17	20
Cluster-3582.0	0	0	0	0	7	34
Cluster-3583.0	0	0	0	0	15	0
Cluster-3584.0	0	0	0	0	28	0
Cluster-3585.0	0	0	0	0	28	0
Cluster-3586.0	0	0	0	0	1	35
Cluster-3587.0	0	0	0	0	10	0
Cluster-3588.0	0	0	0	0	13	0
Cluster-3589.0	0	0	0	0	37	0
Cluster-3590.0	0	0	0	0	10	0
Cluster-3591.0	0	0	0	4	37	35
Cluster-3592.0	0	0	0	0	12	0
Cluster-3593.0	0	0	0	0	28	0
Cluster-3593.1	0	37	0	0	31	29
Cluster-3594.0	0	0	0	0	11	0
Cluster-3595.0	0	0	0	0	5	34
Cluster-3595.1	0	0	0	8	3	0
Cluster-3596.0	0	0	0	0	19	0
Cluster-3597.0	0	0	0	0	41	0
Cluster-3598.0	0	0	0	0	22	0
Cluster-3599.0	0	0	0	0	2	25
Cluster-3600.0	0	0	0	0	14	0
Cluster-3601.0	0	0	0	0	16	0
Cluster-3602.0	0	0	0	0	18	0
Cluster-3603.0	0	0	0	0	12	0
Cluster-3604.0	0	0	0	0	10	0
Cluster-3605.0	0	0	0	0	29	0
Cluster-3606.0	0	0	0	0	16	0
Cluster-3607.0	0	0	0	0	18	0
Cluster-3608.0	0	0	0	0	14	0
Cluster-3609.0	0	0	0	0	9	4
Cluster-3610.0	0	0	0	0	10	29
Cluster-3611.0	0	0	0	0	17	0
Cluster-3612.0	0	0	0	0	11	14
Cluster-3613.0	0	0	0	0	16	0
Cluster-3614.0	0	0	0	0	11	0
Cluster-3615.0	0	0	0	0	13	0
Cluster-3616.0	0	0	0	0	3	34
Cluster-3617.0	0	0	0	0	10	0
Cluster-3618.0	0	0	0	0	20	0
Cluster-3619.0	0	0	0	0	3	13
Cluster-3620.0	0	0	0	0	6	0
Cluster-3620.1	0	0	0	0	15	29
Cluster-3621.0	0	0	0	0	10	15
Cluster-3622.0	0	0	0	0	13	0
Cluster-3623.0	0	0	0	0	20	0
Cluster-3624.0	0	0	0	0	27	0
Cluster-3624.1	0	0	0	0	10	0
Cluster-3625.0	0	0	0	0	16	0
Cluster-3625.1	0	0	0	5	5	0
Cluster-3625.2	0	0	0	16	0	0
Cluster-3626.0	0	0	0	0	3	37
Cluster-3627.0	0	0	0	0	10	21
Cluster-3628.0	0	0	0	0	23	0
Cluster-3629.0	0	0	0	0	15	0
Cluster-3630.0	0	0	0	0	12	48
Cluster-3631.0	0	0	0	0	23	0
Cluster-3632.0	0	0	0	0	11	0
Cluster-3633.0	0	0	0	0	12	0
Cluster-3634.0	0	0	0	0	11	0
Cluster-3635.0	0	0	0	0	12	29
Cluster-3636.0	0	0	0	0	16	31
Cluster-3637.0	0	0	0	0	11	0
Cluster-3638.0	0	0	0	0	12	17
Cluster-3638.1	8	0	39	9	5	0
Cluster-3639.0	0	0	0	0	13	0
Cluster-3640.0	0	0	0	0	16	0
Cluster-3641.0	0	0	0	0	11	0
Cluster-3642.0	0	0	0	0	3	34
Cluster-3643.0	0	0	0	0	23	0
Cluster-3644.0	0	0	0	0	1	34
Cluster-3645.0	0	0	0	0	12	0
Cluster-3646.0	0	0	0	0	24	68
Cluster-3647.0	0	0	0	0	17	0
Cluster-3648.0	0	0	0	0	5	38
Cluster-3649.0	0	0	0	0	28	46
Cluster-3650.0	0	0	0	0	15	0
Cluster-3651.0	0	0	0	0	34	0
Cluster-3652.0	0	0	0	0	18	0
Cluster-3653.0	0	0	0	0	2	8
Cluster-3654.0	0	0	0	0	7	35
Cluster-3655.0	0	0	0	0	12	0
Cluster-3656.0	0	0	0	0	17	0
Cluster-3657.0	0	0	0	0	11	0
Cluster-3658.0	0	0	0	0	1	38
Cluster-3659.0	0	0	0	0	17	0
Cluster-3660.0	0	0	0	0	5	14
Cluster-3661.0	0	0	0	0	24	0
Cluster-3662.0	0	0	0	0	12	0
Cluster-3663.0	0	0	0	0	2	40
Cluster-3663.1	0	0	0	0	14	0
Cluster-3663.2	0	0	0	0	1	25
Cluster-3664.0	0	0	0	0	27	0
Cluster-3665.0	0	0	0	0	14	0
Cluster-3666.0	0	0	0	0	17	0
Cluster-3667.0	0	0	0	0	10	0
Cluster-3668.0	0	0	0	0	17	33
Cluster-3669.0	0	0	0	0	14	0
Cluster-3670.0	0	0	0	0	6	19
Cluster-3671.0	0	0	0	0	22	12
Cluster-3672.0	0	0	0	0	12	0
Cluster-3673.0	0	0	0	0	11	0
Cluster-3674.0	0	0	0	0	15	28
Cluster-3675.0	0	0	0	0	13	0
Cluster-3676.0	0	0	0	0	14	0
Cluster-3677.0	0	0	0	0	12	0
Cluster-3678.0	0	0	0	0	10	0
Cluster-3679.0	0	0	0	0	40	15
Cluster-3680.0	0	0	0	0	4	24
Cluster-3681.0	0	0	0	0	13	0
Cluster-3682.0	0	0	0	0	12	0
Cluster-3682.1	343	412	223	373	273	323
Cluster-3683.0	0	0	0	0	2	25
Cluster-3684.0	0	0	0	11	33	0
Cluster-3685.0	0	0	0	0	22	32
Cluster-3686.0	0	0	0	0	15	0
Cluster-3687.0	0	0	0	0	23	0
Cluster-3688.0	0	0	0	0	21	0
Cluster-3689.0	0	0	0	0	3	22
Cluster-3690.0	0	0	0	13	8	24
Cluster-3691.0	0	0	0	0	11	11
Cluster-3692.0	0	0	0	0	13	0
Cluster-3693.0	0	0	0	0	23	0
Cluster-3694.0	0	0	0	0	11	27
Cluster-3694.1	0	0	0	12	5	0
Cluster-3695.0	0	0	0	15	13	39
Cluster-3696.0	0	0	0	0	18	0
Cluster-3697.0	0	0	0	0	10	0
Cluster-3698.0	0	0	0	0	40	42
Cluster-3699.0	0	0	0	0	2	33
Cluster-3700.0	0	0	0	0	23	0
Cluster-3701.0	0	0	0	0	13	0
Cluster-3702.0	0	0	0	0	17	0
Cluster-3703.0	0	0	0	0	16	0
Cluster-3703.1	0	0	0	2	26	27
Cluster-3704.0	0	0	0	0	14	0
Cluster-3705.0	0	0	0	0	36	0
Cluster-3706.0	0	0	0	0	13	0
Cluster-3707.0	0	0	0	0	13	0
Cluster-3708.0	0	0	0	0	11	0
Cluster-3709.0	0	0	0	0	17	0
Cluster-3710.0	0	0	0	0	10	0
Cluster-3711.0	0	0	0	0	11	0
Cluster-3712.0	0	0	0	0	15	0
Cluster-3713.0	0	0	0	0	10	0
Cluster-3714.0	0	0	0	0	13	0
Cluster-3715.0	0	0	0	0	10	0
Cluster-3716.0	0	0	0	0	10	0
Cluster-3717.0	0	0	0	0	9	76
Cluster-3718.0	0	0	0	0	12	0
Cluster-3719.0	0	0	0	0	10	0
Cluster-3720.0	0	0	0	0	7	0
Cluster-3720.1	0	0	0	0	3	36
Cluster-3721.0	0	0	0	0	7	40
Cluster-3722.0	0	0	0	0	16	0
Cluster-3722.1	0	38	0	2	27	0
Cluster-3722.2	1785	2316	2744	2348	2571	2513
Cluster-3722.3	0	8	0	16	33	24
Cluster-3723.0	0	0	0	0	16	0
Cluster-3724.0	0	0	0	0	12	0
Cluster-3725.0	0	0	0	0	13	0
Cluster-3726.0	0	0	0	0	10	0
Cluster-3727.0	0	0	0	0	13	0
Cluster-3728.0	0	0	0	0	14	0
Cluster-3729.0	0	0	0	0	12	0
Cluster-3730.0	0	0	0	0	33	0
Cluster-3731.0	0	0	0	0	9	0
Cluster-3731.1	0	0	15	0	23	0
Cluster-3732.0	0	0	0	0	17	0
Cluster-3733.0	0	0	0	0	19	0
Cluster-3734.0	0	0	30	0	39	0
Cluster-3735.0	0	0	0	0	22	0
Cluster-3736.0	0	0	0	0	11	0
Cluster-3737.0	0	0	0	0	29	0
Cluster-3738.0	182	102	446	113	438	238
Cluster-3739.0	0	0	0	0	16	0
Cluster-3740.0	0	0	0	0	10	0
Cluster-3740.1	0	0	0	13	6	0
Cluster-3741.0	0	0	0	0	13	0
Cluster-3742.0	0	0	0	0	41	16
Cluster-3743.0	0	0	0	0	10	0
Cluster-3744.0	0	0	0	0	10	0
Cluster-3745.0	0	0	0	0	14	0
Cluster-3746.0	0	0	0	0	28	0
Cluster-3747.0	0	0	0	0	15	0
Cluster-3748.0	0	0	0	0	14	0
Cluster-3749.0	0	0	0	0	21	0
Cluster-3750.0	0	0	0	0	20	20
Cluster-3751.0	0	0	0	0	33	43
Cluster-3752.0	0	0	0	0	12	0
Cluster-3753.0	0	0	0	0	11	0
Cluster-3754.0	0	0	0	0	13	0
Cluster-3755.0	0	0	0	0	22	0
Cluster-3756.0	0	0	0	0	19	0
Cluster-3757.0	0	0	0	0	12	0
Cluster-3758.0	0	0	0	0	13	34
Cluster-3759.0	0	0	0	0	11	0
Cluster-3760.0	0	0	0	0	10	0
Cluster-3761.0	0	0	0	0	18	0
Cluster-3762.0	0	0	0	0	11	0
Cluster-3763.0	0	0	0	0	29	0
Cluster-3764.0	0	0	0	0	10	0
Cluster-3765.0	0	0	0	0	16	0
Cluster-3766.0	0	0	0	0	11	0
Cluster-3767.0	0	0	0	0	19	0
Cluster-3768.0	0	0	0	0	14	0
Cluster-3769.0	0	0	0	0	11	0
Cluster-3770.0	0	0	0	0	14	0
Cluster-3771.0	0	0	0	0	10	0
Cluster-3772.0	0	0	0	0	10	0
Cluster-3773.0	0	0	0	0	14	0
Cluster-3774.0	0	0	0	0	12	0
Cluster-3775.0	0	0	0	0	28	0
Cluster-3776.0	0	0	0	0	15	0
Cluster-3777.0	0	0	0	0	11	0
Cluster-3778.0	0	0	0	0	14	0
Cluster-3779.0	0	0	0	0	11	27
Cluster-3780.0	0	0	0	0	11	0
Cluster-3781.0	0	0	0	0	12	0
Cluster-3781.1	0	31	0	16	478	13
Cluster-3782.0	0	0	0	0	1	34
Cluster-3783.0	0	0	0	0	10	0
Cluster-3784.0	0	0	0	0	19	0
Cluster-3785.0	0	0	0	0	10	0
Cluster-3786.0	0	0	0	0	12	0
Cluster-3787.0	0	0	0	0	13	0
Cluster-3788.0	0	0	0	0	20	0
Cluster-3789.0	0	0	0	0	11	0
Cluster-3790.0	0	0	0	0	10	0
Cluster-3791.0	0	0	0	0	12	0
Cluster-3792.0	0	0	0	0	11	0
Cluster-3793.0	0	0	0	0	10	0
Cluster-3794.0	0	0	0	0	11	0
Cluster-3795.0	0	0	0	0	32	0
Cluster-3795.1	0	0	0	19	89	0
Cluster-3795.2	113	37	0	7	3	0
Cluster-3795.3	0	0	0	15	9	0
Cluster-3796.0	0	0	0	0	11	0
Cluster-3797.0	0	0	0	0	10	0
Cluster-3798.0	0	0	0	0	10	0
Cluster-3799.0	0	0	0	0	10	0
Cluster-3800.0	0	0	0	0	15	0
Cluster-3801.0	0	0	0	0	10	0
Cluster-3802.0	0	0	0	0	11	0
Cluster-3803.0	0	0	0	0	18	0
Cluster-3804.0	0	0	0	0	14	0
Cluster-3805.0	0	0	0	0	13	0
Cluster-3805.1	97	79	0	12	50	39
Cluster-3805.2	320	203	19	100	172	23
Cluster-3806.0	0	0	0	0	12	0
Cluster-3807.0	0	0	0	0	10	0
Cluster-3808.0	0	0	0	0	14	0
Cluster-3809.0	841	771	677	891	875	1148
Cluster-3810.0	0	0	0	0	9	29
Cluster-3811.0	0	0	0	0	11	0
Cluster-3812.0	0	0	0	0	3	36
Cluster-3813.0	0	0	0	0	9	27
Cluster-3814.0	0	0	0	0	11	0
Cluster-3815.0	0	0	0	0	8	21
Cluster-3816.0	0	24	0	0	31	40
Cluster-3817.0	0	0	0	0	7	50
Cluster-3817.1	0	0	0	9	18	12
Cluster-3817.2	0	45	0	11	8	41
Cluster-3818.0	0	0	0	0	10	0
Cluster-3819.0	0	0	0	0	13	25
Cluster-3820.0	0	0	0	0	10	0
Cluster-3821.0	0	0	0	0	3	28
Cluster-3822.0	0	0	0	0	10	1
Cluster-3823.0	0	0	0	0	10	0
Cluster-3824.0	0	0	0	0	12	24
Cluster-3824.1	0	73	15	11	51	30
Cluster-3825.0	0	3	0	4	37	0
Cluster-3825.1	0	81	0	3	17	32
Cluster-3826.0	0	0	0	0	10	0
Cluster-3826.1	0	0	16	0	56	125
Cluster-3827.0	0	0	0	0	5	38
Cluster-3828.0	0	0	0	0	34	35
Cluster-3829.0	0	0	0	0	12	0
Cluster-3829.1	0	0	0	3	37	0
Cluster-3829.2	0	0	81	10	32	0
Cluster-3830.0	0	0	0	0	6	10
Cluster-3831.0	0	0	0	0	10	0
Cluster-3832.0	0	0	0	0	15	0
Cluster-3833.0	0	0	0	0	8	0
Cluster-3833.1	93	32	0	71	19	31
Cluster-3834.0	0	0	0	0	8	0
Cluster-3834.1	536	459	623	650	646	480
Cluster-3835.0	0	0	0	0	16	0
Cluster-3836.0	0	0	0	0	10	0
Cluster-3837.0	0	0	0	0	16	0
Cluster-3837.1	0	0	22	5	12	34
Cluster-3838.0	0	0	0	0	5	22
Cluster-3839.0	0	0	0	0	15	0
Cluster-3840.0	0	0	0	0	12	0
Cluster-3841.0	0	0	0	0	23	0
Cluster-3842.0	0	0	0	0	10	0
Cluster-3843.0	0	0	0	0	13	0
Cluster-3844.0	0	0	0	0	14	0
Cluster-3845.0	0	0	0	0	11	0
Cluster-3846.0	0	0	0	0	11	0
Cluster-3847.0	0	0	0	0	11	0
Cluster-3848.0	0	0	0	0	7	0
Cluster-3848.1	0	0	0	17	11	0
Cluster-3849.0	0	0	0	0	6	17
Cluster-3850.0	0	0	0	0	20	24
Cluster-3851.0	0	0	0	0	16	0
Cluster-3852.0	0	0	0	0	11	0
Cluster-3853.0	0	0	0	0	11	0
Cluster-3854.0	0	0	0	0	10	0
Cluster-3855.0	0	0	0	0	5	30
Cluster-3856.0	0	0	0	0	33	0
Cluster-3857.0	0	0	0	0	29	0
Cluster-3858.0	0	0	0	0	7	0
Cluster-3858.1	0	0	0	0	8	0
Cluster-3859.0	0	0	0	0	35	3
Cluster-3860.0	0	0	0	0	5	34
Cluster-3860.1	185	43	94	143	158	171
Cluster-3861.0	0	0	0	0	12	0
Cluster-3862.0	0	0	0	0	27	0
Cluster-3863.0	0	0	0	0	9	23
Cluster-3864.0	0	0	0	0	11	0
Cluster-3865.0	0	0	0	0	16	0
Cluster-3866.0	0	0	0	0	10	0
Cluster-3867.0	0	0	0	0	12	0
Cluster-3868.0	0	0	0	0	11	0
Cluster-3868.1	0	0	65	30	10	0
Cluster-3869.0	0	0	0	0	18	0
Cluster-3870.0	0	0	0	0	13	1
Cluster-3871.0	0	0	0	0	10	0
Cluster-3872.0	0	0	0	0	12	20
Cluster-3873.0	0	0	0	0	6	16
Cluster-3873.1	0	0	0	18	14	0
Cluster-3873.2	0	0	0	0	33	0
Cluster-3874.0	0	0	0	0	22	0
Cluster-3875.0	0	0	0	0	11	0
Cluster-3876.0	0	0	0	0	10	0
Cluster-3877.0	0	0	0	0	12	0
Cluster-3878.0	0	0	0	0	14	0
Cluster-3879.0	0	0	0	0	13	0
Cluster-3880.0	0	0	0	0	10	27
Cluster-3881.0	0	0	0	0	14	0
Cluster-3882.0	0	0	0	0	12	0
Cluster-3883.0	0	0	0	0	9	26
Cluster-3884.0	0	0	0	0	10	0
Cluster-3885.0	0	0	0	0	11	0
Cluster-3886.0	0	0	0	0	12	0
Cluster-3887.0	0	0	0	0	21	0
Cluster-3888.0	0	0	0	0	10	0
Cluster-3889.0	0	0	0	0	11	0
Cluster-3890.0	0	0	0	0	10	0
Cluster-3891.0	0	0	0	0	25	0
Cluster-3892.0	0	0	0	0	10	0
Cluster-3893.0	0	0	0	0	16	0
Cluster-3894.0	0	0	0	0	13	0
Cluster-3895.0	0	0	0	0	12	0
Cluster-3896.0	0	0	0	0	2	12
Cluster-3897.0	0	0	0	0	10	0
Cluster-3898.0	0	0	0	0	2	27
Cluster-3899.0	0	0	0	0	17	0
Cluster-3899.1	0	0	0	6	30	0
Cluster-3900.0	0	0	0	0	10	0
Cluster-3901.0	0	0	0	0	10	0
Cluster-3902.0	0	0	0	0	15	0
Cluster-3903.0	0	0	0	0	15	0
Cluster-3904.0	0	0	0	0	12	35
Cluster-3905.0	0	0	0	0	4	24
Cluster-3906.0	0	0	0	0	13	0
Cluster-3906.1	0	0	0	15	23	0
Cluster-3907.0	0	0	0	0	20	0
Cluster-3908.0	0	0	0	0	17	0
Cluster-3909.0	0	0	0	0	8	18
Cluster-3910.0	0	0	0	0	11	0
Cluster-3911.0	0	0	0	0	13	0
Cluster-3912.0	0	0	0	0	10	0
Cluster-3913.0	0	0	0	0	6	36
Cluster-3914.0	0	0	0	0	3	31
Cluster-3915.0	0	0	0	0	14	0
Cluster-3916.0	0	0	0	0	2	37
Cluster-3917.0	0	0	0	0	10	0
Cluster-3918.0	0	0	0	0	13	0
Cluster-3919.0	0	0	0	0	16	0
Cluster-3920.0	0	0	0	0	17	0
Cluster-3921.0	0	0	0	0	2	23
Cluster-3922.0	0	0	0	0	25	0
Cluster-3923.0	0	0	0	0	12	29
Cluster-3924.0	0	0	0	0	16	0
Cluster-3925.0	0	0	0	0	45	0
Cluster-3926.0	0	0	0	0	11	0
Cluster-3927.0	0	0	0	0	13	0
Cluster-3928.0	0	0	0	0	13	11
Cluster-3929.0	0	0	0	0	13	0
Cluster-3930.0	0	0	0	0	13	0
Cluster-3931.0	0	0	0	0	11	17
