	PV2	PV5	PV6	PV7	PV8	PV9
Cluster-19956.0	299	406	348	383	500	286
Cluster-19957.0	41	0	0	0	0	0
Cluster-19958.0	274	155	133	457	271	319
Cluster-19959.0	175	15	124	37	36	65
Cluster-19960.0	92	28	86	17	8	0
Cluster-19961.0	186	306	403	329	409	168
Cluster-19962.0	130	186	37	70	50	89
Cluster-19963.0	136	258	231	342	354	298
Cluster-19964.0	206	0	50	21	86	101
Cluster-19965.0	425	369	112	101	544	312
Cluster-19966.0	328	123	43	71	92	220
Cluster-19967.0	111	80	309	241	4	43
Cluster-19968.0	0	0	30	11	7	1
Cluster-19968.1	223	132	293	283	220	217
Cluster-19969.0	46	0	27	0	0	0
Cluster-19970.0	34	22	42	3	0	0
Cluster-19971.0	91	0	42	0	0	0
Cluster-19972.0	277	565	597	346	117	145
Cluster-19973.0	43	0	0	0	0	0
Cluster-19974.0	237	41	0	47	171	32
Cluster-19975.0	579	302	682	569	540	382
Cluster-19975.1	376	685	1366	204	891	355
Cluster-19975.2	0	32	0	0	24	19
Cluster-19976.0	133	68	63	29	171	156
Cluster-19977.0	92	114	98	147	353	216
Cluster-19978.0	17	0	0	0	3	0
Cluster-19979.0	102	0	0	23	1	0
Cluster-19980.0	3	212	124	167	192	67
Cluster-19981.0	88	87	202	153	79	159
Cluster-19982.0	170	135	19	55	28	28
Cluster-19983.0	56	0	0	0	0	0
Cluster-19984.0	43	110	282	184	207	108
Cluster-19985.0	107	0	15	10	191	0
Cluster-19986.0	66	0	0	0	0	0
Cluster-19987.0	2	41	0	0	0	0
Cluster-19988.0	101	70	113	27	159	82
Cluster-19988.1	672	685	494	759	709	694
Cluster-19989.0	375	317	542	599	455	310
Cluster-19990.0	0	0	0	27	7	0
Cluster-19990.1	1194	599	859	1259	1655	835
Cluster-19991.0	95	0	52	26	27	0
Cluster-19992.0	0	0	0	17	1	0
Cluster-19992.1	106	66	138	138	111	108
Cluster-19993.0	305	153	81	215	297	162
Cluster-19994.0	164	0	0	0	0	15
Cluster-19995.0	91	0	0	3	0	0
Cluster-19996.0	755	788	801	1173	1100	729
Cluster-19997.0	107	0	0	0	0	0
Cluster-19998.0	40	0	17	42	16	0
Cluster-19998.1	36	61	7	24	13	0
Cluster-19999.0	102	0	0	0	8	0
Cluster-20000.0	77	0	0	2	25	0
Cluster-20001.0	536	400	318	226	106	291
Cluster-20002.0	51	0	0	3	44	34
Cluster-20002.1	0	0	0	9	0	0
Cluster-20003.0	189	104	114	59	98	0
Cluster-20004.0	103	141	0	219	98	103
Cluster-20005.0	83	0	0	32	26	13
Cluster-20006.0	75	0	0	11	6	0
Cluster-20007.0	93	78	75	15	36	0
Cluster-20008.0	101	68	0	47	29	109
Cluster-20009.0	122	70	205	180	156	319
Cluster-20010.0	40	0	0	0	18	0
Cluster-20011.0	94	0	0	0	0	0
Cluster-20012.0	93	0	43	84	59	40
Cluster-20013.0	206	0	128	205	134	127
Cluster-20013.1	0	0	12	11	6	0
Cluster-20013.2	0	0	0	28	34	0
Cluster-20013.3	0	0	0	13	14	0
Cluster-20013.4	0	0	0	24	46	0
Cluster-20013.5	0	0	0	7	17	0
Cluster-20013.6	0	0	0	9	12	0
Cluster-20014.0	74	45	145	100	99	0
Cluster-20015.0	136	40	114	206	350	322
Cluster-20016.0	124	197	268	206	257	263
Cluster-20017.0	997	441	530	441	543	519
Cluster-20018.0	608	155	145	131	47	151
Cluster-20018.1	416	165	564	468	473	678
Cluster-20019.0	260	432	311	202	114	391
Cluster-20020.0	679	587	904	660	712	443
Cluster-20021.0	67	0	0	0	0	0
Cluster-20022.0	168	143	143	63	196	144
Cluster-20023.0	108	0	0	0	0	0
Cluster-20024.0	98	0	0	23	3	0
Cluster-20025.0	499	404	504	474	266	364
Cluster-20026.0	321	310	231	463	343	332
Cluster-20027.0	484	472	599	495	553	263
Cluster-20028.0	63	0	0	0	0	0
Cluster-20029.0	78	0	0	0	0	0
Cluster-20030.0	50	0	0	0	0	0
Cluster-20031.0	41	46	41	13	24	0
Cluster-20031.1	0	0	5	13	9	0
Cluster-20031.2	0	39	64	124	99	157
Cluster-20032.0	86	0	0	14	8	18
Cluster-20033.0	53	0	0	12	11	24
Cluster-20034.0	214	122	303	369	543	376
Cluster-20035.0	72	42	37	65	81	40
Cluster-20036.0	49	0	0	0	0	0
Cluster-20037.0	579	300	196	422	498	421
Cluster-20037.1	104	270	332	179	303	232
Cluster-20038.0	62	0	0	0	0	0
Cluster-20039.0	171	81	231	63	54	109
Cluster-20040.0	42	0	2	0	0	0
Cluster-20041.0	179	384	206	292	317	154
Cluster-20042.0	683	322	361	581	683	509
Cluster-20043.0	123	0	0	0	0	0
Cluster-20044.0	0	0	0	12	16	0
Cluster-20044.1	0	65	39	43	39	30
Cluster-20044.2	0	21	1	87	36	40
Cluster-20044.3	122	142	405	427	561	471
Cluster-20045.0	0	0	0	0	12	0
Cluster-20045.1	775	609	533	449	443	541
Cluster-20046.0	82	0	0	0	0	0
Cluster-20047.0	100	107	246	337	465	356
Cluster-20048.0	61	45	0	0	0	0
Cluster-20049.0	150	122	147	233	373	242
Cluster-20050.0	856	314	204	574	522	357
Cluster-20051.0	201	70	0	13	49	45
Cluster-20052.0	343	335	325	404	396	388
Cluster-20053.0	368	463	487	457	709	470
Cluster-20054.0	259	313	211	246	196	74
Cluster-20055.0	110	17	0	23	16	20
Cluster-20056.0	221	809	660	972	839	801
Cluster-20057.0	716	931	908	988	1479	709
Cluster-20057.1	0	0	74	109	123	105
Cluster-20057.2	0	0	0	18	20	0
Cluster-20058.0	198	0	79	101	10	21
Cluster-20059.0	1132	684	620	405	1197	749
Cluster-20060.0	59	32	98	133	93	153
Cluster-20061.0	1	0	103	26	32	0
Cluster-20062.0	197	0	49	0	52	103
Cluster-20063.0	63	0	0	26	2	0
Cluster-20064.0	129	0	0	44	11	68
Cluster-20065.0	235	169	127	179	53	131
Cluster-20066.0	275	655	661	750	933	642
Cluster-20067.0	38	42	0	0	0	0
Cluster-20068.0	274	401	268	505	889	419
Cluster-20068.1	239	285	333	354	310	451
Cluster-20068.2	96	217	148	356	522	288
Cluster-20069.0	104	0	0	7	73	39
Cluster-20070.0	65	21	51	98	83	82
Cluster-20070.1	76	0	95	91	46	32
Cluster-20071.0	987	740	621	561	1207	442
Cluster-20072.0	724	363	276	661	216	428
Cluster-20073.0	104	456	314	303	360	516
Cluster-20074.0	383	402	359	563	542	407
Cluster-20074.1	0	0	0	14	3	0
Cluster-20075.0	45	0	0	0	1	0
Cluster-20076.0	0	0	80	21	1	1
Cluster-20076.1	799	872	1016	1283	1288	888
Cluster-20077.0	163	0	0	12	52	5
Cluster-20078.0	114	52	30	21	44	0
Cluster-20079.0	59	0	0	0	0	0
Cluster-20080.0	0	0	11	0	0	0
Cluster-20080.1	389	777	610	841	871	593
Cluster-20081.0	269	159	451	464	376	144
Cluster-20082.0	105	0	11	187	167	76
Cluster-20083.0	0	0	0	7	0	0
Cluster-20083.1	323	326	138	372	658	568
Cluster-20084.0	34	54	20	43	44	0
Cluster-20085.0	286	221	243	244	329	192
Cluster-20085.1	71	0	20	38	8	24
Cluster-20085.2	0	0	11	38	15	0
Cluster-20086.0	594	238	439	392	428	349
Cluster-20087.0	207	404	102	550	784	392
Cluster-20088.0	548	788	723	1017	1033	722
Cluster-20089.0	113	357	317	284	508	326
Cluster-20090.0	52	0	11	0	17	33
Cluster-20091.0	280	411	579	573	453	450
Cluster-20091.1	0	17	0	23	32	0
Cluster-20091.2	0	0	0	3	23	0
Cluster-20091.3	0	15	0	12	42	35
Cluster-20092.0	268	373	396	426	576	305
Cluster-20093.0	158	104	173	112	88	70
Cluster-20094.0	78	157	411	341	169	318
Cluster-20095.0	267	161	86	30	67	175
Cluster-20096.0	95	0	0	0	0	0
Cluster-20097.0	210	274	317	330	266	257
Cluster-20097.1	147	65	98	134	68	45
Cluster-20098.0	87	176	117	175	121	118
Cluster-20099.0	70	68	57	55	93	121
Cluster-20100.0	40	0	0	0	0	0
Cluster-20101.0	220	151	181	181	45	188
Cluster-20102.0	141	89	95	57	104	75
Cluster-20103.0	109	0	0	0	7	0
Cluster-20104.0	817	855	523	654	637	278
Cluster-20105.0	139	143	74	68	56	88
Cluster-20106.0	560	420	568	716	689	622
Cluster-20107.0	47	81	93	5	25	107
Cluster-20107.1	185	157	251	285	212	419
Cluster-20108.0	44	0	0	13	19	32
Cluster-20109.0	123	19	51	60	79	148
Cluster-20110.0	1946	1379	1519	1158	865	1196
Cluster-20111.0	414	295	819	592	660	470
Cluster-20112.0	262	101	86	120	132	0
Cluster-20113.0	288	254	136	164	331	149
Cluster-20113.1	670	466	481	1026	939	829
Cluster-20114.0	238	149	240	98	162	39
Cluster-20115.0	80	69	64	146	115	156
Cluster-20116.0	96	203	180	330	97	157
Cluster-20117.0	856	1331	1601	1542	1743	1223
Cluster-20118.0	439	308	287	272	260	411
Cluster-20119.0	799	814	736	914	857	775
Cluster-20120.0	382	101	492	287	133	212
Cluster-20121.0	36	14	0	68	37	0
Cluster-20122.0	95	0	28	36	13	0
Cluster-20123.0	26	237	285	353	410	407
Cluster-20124.0	92	0	0	8	53	60
Cluster-20125.0	1240	619	671	1328	966	645
Cluster-20126.0	1140	868	885	959	746	797
Cluster-20127.0	730	1151	1425	1218	1325	955
Cluster-20128.0	88	0	0	0	0	0
Cluster-20129.0	75	103	102	138	125	99
Cluster-20130.0	104	0	23	5	0	59
Cluster-20131.0	360	412	367	411	374	312
Cluster-20132.0	45	21	22	10	25	0
Cluster-20133.0	135	20	51	114	75	121
Cluster-20133.1	56	31	90	67	17	73
Cluster-20134.0	179	56	12	29	57	43
Cluster-20135.0	491	435	434	504	401	308
Cluster-20136.0	353	132	145	215	419	0
Cluster-20137.0	83	40	0	0	26	0
Cluster-20138.0	172	116	20	81	37	54
Cluster-20139.0	111	0	0	15	11	6
Cluster-20139.1	280	89	264	255	248	102
Cluster-20140.0	490	571	597	566	458	362
Cluster-20141.0	114	105	91	86	174	14
Cluster-20142.0	170	146	215	273	189	42
Cluster-20143.0	32	41	28	0	0	26
Cluster-20144.0	340	0	99	105	141	81
Cluster-20145.0	76	0	0	0	0	0
Cluster-20146.0	147	0	0	24	42	0
Cluster-20147.0	828	265	244	275	176	129
Cluster-20148.0	249	300	323	713	325	470
Cluster-20149.0	95	118	97	171	283	242
Cluster-20150.0	782	405	755	667	635	468
Cluster-20150.1	0	0	0	18	8	0
Cluster-20151.0	45	0	27	24	17	0
Cluster-20152.0	708	816	874	974	783	620
Cluster-20153.0	343	164	320	174	210	165
Cluster-20154.0	72	0	21	0	0	0
Cluster-20155.0	165	41	33	43	75	50
Cluster-20156.0	82	0	37	0	13	15
Cluster-20157.0	136	28	144	116	110	54
Cluster-20157.1	284	146	328	262	250	212
Cluster-20158.0	177	103	291	340	210	78
Cluster-20159.0	301	186	176	374	490	366
Cluster-20160.0	65	248	250	257	401	234
Cluster-20161.0	633	381	558	471	448	400
Cluster-20162.0	269	0	94	65	280	53
Cluster-20163.0	128	237	158	275	304	195
Cluster-20164.0	196	0	26	197	139	311
Cluster-20165.0	124	58	0	58	45	0
Cluster-20166.0	255	343	310	344	312	157
Cluster-20167.0	155	31	65	103	164	89
Cluster-20168.0	231	203	153	309	174	275
Cluster-20169.0	226	50	196	16	32	0
Cluster-20170.0	228	243	178	112	126	33
Cluster-20171.0	1	355	381	104	171	396
Cluster-20172.0	264	505	460	350	348	362
Cluster-20173.0	102	134	188	280	201	227
Cluster-20174.0	1389	931	721	641	769	752
Cluster-20175.0	45	34	49	50	28	48
Cluster-20176.0	2225	544	907	844	841	411
Cluster-20177.0	806	624	243	593	599	731
Cluster-20178.0	37	0	0	17	0	0
Cluster-20179.0	95	51	0	0	5	0
Cluster-20180.0	30	0	0	0	26	0
Cluster-20181.0	376	67	415	92	285	72
Cluster-20182.0	472	552	594	649	1006	399
Cluster-20182.1	76	54	20	84	101	42
Cluster-20183.0	157	346	202	244	204	194
Cluster-20184.0	174	178	161	152	177	96
Cluster-20185.0	131	23	129	124	88	237
Cluster-20186.0	182	147	109	139	155	106
Cluster-20187.0	69	36	36	33	40	0
Cluster-20188.0	29	0	0	8	14	0
Cluster-20189.0	69	169	87	170	167	191
Cluster-20190.0	32	44	0	14	32	0
Cluster-20191.0	351	322	278	328	290	280
Cluster-20192.0	665	503	509	395	594	409
Cluster-20193.0	236	337	465	428	756	524
Cluster-20193.1	90	27	39	57	28	75
Cluster-20193.2	0	0	6	0	14	12
Cluster-20194.0	113	0	0	50	130	0
Cluster-20194.1	401	786	637	807	865	578
Cluster-20195.0	500	578	337	457	721	637
Cluster-20195.1	132	97	98	158	131	254
Cluster-20196.0	714	351	445	629	359	434
Cluster-20197.0	88	0	0	0	0	0
Cluster-20198.0	89	53	98	184	191	68
Cluster-20199.0	214	91	288	312	273	181
Cluster-20200.0	117	237	242	80	190	82
Cluster-20201.0	657	714	606	1082	996	947
Cluster-20201.1	0	0	0	9	31	0
Cluster-20201.2	0	0	0	0	15	0
Cluster-20202.0	524	0	414	385	473	218
Cluster-20203.0	668	290	530	451	354	420
Cluster-20204.0	243	322	535	657	391	521
Cluster-20205.0	90	160	81	138	182	318
Cluster-20206.0	261	363	270	462	320	298
Cluster-20207.0	123	54	101	42	17	31
Cluster-20208.0	56	21	73	34	74	0
Cluster-20209.0	310	154	234	119	100	101
Cluster-20210.0	558	176	276	79	87	197
Cluster-20211.0	113	0	74	36	10	24
Cluster-20211.1	31	0	42	0	0	51
Cluster-20212.0	513	374	301	698	777	433
Cluster-20213.0	54	0	105	170	26	90
Cluster-20214.0	215	0	24	154	219	171
Cluster-20215.0	105	35	30	36	0	0
Cluster-20216.0	80	17	41	1	18	16
Cluster-20217.0	90	48	183	169	206	211
Cluster-20218.0	77	0	0	5	24	19
Cluster-20219.0	48	0	0	0	0	0
Cluster-20220.0	181	69	194	88	184	64
Cluster-20221.0	876	1226	695	951	1177	846
Cluster-20222.0	77	0	0	0	13	60
Cluster-20223.0	212	87	166	108	284	106
Cluster-20224.0	183	365	404	640	620	553
Cluster-20225.0	204	141	127	261	252	199
Cluster-20225.1	18	79	61	52	95	34
Cluster-20225.2	0	0	0	16	0	0
Cluster-20226.0	157	70	69	51	51	127
Cluster-20227.0	71	0	21	2	25	9
Cluster-20228.0	170	128	466	384	470	553
Cluster-20229.0	1091	553	1047	1091	577	1262
Cluster-20230.0	31	0	0	2	0	0
Cluster-20231.0	179	172	180	226	176	268
Cluster-20232.0	95	0	17	7	0	0
Cluster-20233.0	123	0	0	0	0	0
Cluster-20234.0	128	116	83	89	120	206
Cluster-20235.0	118	101	171	269	310	137
Cluster-20236.0	94	0	32	10	23	0
Cluster-20237.0	142	107	30	115	108	121
Cluster-20238.0	98	41	0	18	26	43
Cluster-20239.0	258	63	166	317	332	371
Cluster-20240.0	31	58	44	66	126	58
Cluster-20240.1	0	0	0	1	7	25
Cluster-20241.0	38	0	0	0	0	0
Cluster-20242.0	74	0	0	11	28	31
Cluster-20243.0	83	181	248	249	149	134
Cluster-20244.0	132	43	603	246	10	22
Cluster-20245.0	279	339	546	269	428	488
Cluster-20246.0	120	14	0	0	24	0
Cluster-20247.0	340	138	206	244	192	301
Cluster-20248.0	51	32	62	80	116	144
Cluster-20248.1	0	0	0	19	48	38
Cluster-20249.0	133	0	17	60	191	124
Cluster-20250.0	123	76	86	261	297	147
Cluster-20251.0	379	376	162	417	222	147
Cluster-20251.1	0	19	0	6	0	0
Cluster-20252.0	132	0	44	18	88	250
Cluster-20253.0	94	369	201	256	128	162
Cluster-20254.0	269	819	769	825	834	593
Cluster-20255.0	88	0	0	12	34	0
Cluster-20256.0	660	308	412	470	292	362
Cluster-20257.0	65	288	65	106	95	89
Cluster-20258.0	963	555	465	522	667	258
Cluster-20259.0	722	355	332	336	328	348
Cluster-20260.0	150	331	127	265	119	194
Cluster-20261.0	490	361	299	348	502	460
Cluster-20262.0	93	115	164	74	161	42
Cluster-20263.0	664	412	886	710	549	601
Cluster-20264.0	86	0	0	0	0	0
Cluster-20265.0	132	57	79	118	101	182
Cluster-20266.0	88	124	156	9	25	76
Cluster-20267.0	38	0	0	0	0	0
Cluster-20268.0	178	126	150	112	70	108
Cluster-20269.0	82	0	0	3	6	0
Cluster-20270.0	40	105	156	322	238	246
Cluster-20271.0	522	361	382	666	597	664
Cluster-20272.0	193	122	71	57	6	64
Cluster-20273.0	844	131	541	572	618	559
Cluster-20274.0	55	149	234	208	210	220
Cluster-20275.0	51	0	47	85	54	69
Cluster-20276.0	20	0	0	0	0	0
Cluster-20277.0	286	132	338	346	223	351
Cluster-20278.0	0	0	0	0	24	0
Cluster-20278.1	561	366	454	595	764	748
Cluster-20279.0	89	53	0	0	2	0
Cluster-20280.0	91	0	12	100	108	68
Cluster-20281.0	223	219	142	309	412	261
Cluster-20282.0	67	0	33	49	43	33
Cluster-20283.0	136	0	0	0	0	0
Cluster-20284.0	1	13	0	9	35	64
Cluster-20284.1	46	16	0	6	20	53
Cluster-20284.2	0	0	0	23	40	74
Cluster-20285.0	1921	769	2276	1049	1707	1336
Cluster-20286.0	4084	543	107	191	472	1140
Cluster-20287.0	90	0	0	19	15	14
Cluster-20288.0	292	252	370	586	557	535
Cluster-20288.1	652	404	552	673	802	509
Cluster-20289.0	175	266	133	79	110	102
Cluster-20290.0	337	216	562	313	477	342
Cluster-20291.0	265	245	417	230	255	210
Cluster-20292.0	115	241	333	428	483	379
Cluster-20293.0	72	183	362	236	240	161
Cluster-20294.0	124	0	26	111	105	31
Cluster-20295.0	75	0	0	0	0	0
Cluster-20296.0	183	161	85	165	105	121
Cluster-20297.0	320	145	74	215	222	58
Cluster-20297.1	1	0	37	35	17	43
Cluster-20297.2	178	31	40	92	53	129
Cluster-20298.0	427	418	467	371	237	393
Cluster-20299.0	46	135	0	59	48	0
Cluster-20300.0	174	58	192	228	56	124
Cluster-20301.0	48	72	76	103	79	67
Cluster-20302.0	176	63	227	110	36	27
Cluster-20303.0	385	444	512	476	287	448
Cluster-20304.0	611	381	548	303	74	204
Cluster-20304.1	0	0	31	12	0	1
Cluster-20304.2	358	526	445	515	627	531
Cluster-20304.3	0	0	14	33	6	21
Cluster-20305.0	129	113	101	248	125	187
Cluster-20306.0	70	0	0	7	33	0
Cluster-20307.0	666	263	600	804	376	266
Cluster-20308.0	124	99	57	58	123	19
Cluster-20309.0	119	47	0	0	0	0
Cluster-20310.0	991	703	1104	1009	435	475
Cluster-20311.0	23	0	32	7	8	0
Cluster-20312.0	231	39	21	92	34	26
Cluster-20313.0	150	222	208	191	215	101
Cluster-20314.0	320	408	253	300	269	42
Cluster-20315.0	500	125	284	355	151	147
Cluster-20316.0	142	140	299	434	216	112
Cluster-20317.0	26	0	24	39	111	36
Cluster-20318.0	435	349	223	234	211	368
Cluster-20319.0	374	107	222	189	231	154
Cluster-20319.1	0	0	0	0	20	0
Cluster-20319.2	48	52	0	25	32	0
Cluster-20320.0	243	83	142	156	177	85
Cluster-20321.0	167	143	206	125	116	65
Cluster-20322.0	25	330	195	338	245	216
Cluster-20323.0	438	327	230	514	501	351
Cluster-20324.0	55	56	369	92	151	173
Cluster-20325.0	312	728	696	573	795	1190
Cluster-20326.0	210	151	170	142	66	17
Cluster-20327.0	57	0	0	0	0	0
Cluster-20328.0	97	0	0	0	6	0
Cluster-20329.0	485	71	135	121	290	77
Cluster-20330.0	1035	863	995	1068	1258	1177
Cluster-20330.1	129	0	0	87	103	41
Cluster-20330.2	232	59	120	326	340	205
Cluster-20330.3	0	17	20	20	16	46
Cluster-20331.0	1	0	14	18	3	2
Cluster-20331.1	660	266	584	290	381	123
Cluster-20332.0	385	87	240	233	266	258
Cluster-20333.0	575	72	226	176	114	210
Cluster-20334.0	76	442	277	382	469	179
Cluster-20335.0	103	0	0	8	9	0
Cluster-20336.0	117	14	41	30	39	20
Cluster-20337.0	70	19	93	89	35	101
Cluster-20338.0	50	0	0	15	0	0
Cluster-20339.0	179	0	37	23	48	48
Cluster-20340.0	80	0	0	0	1	0
Cluster-20341.0	94	0	0	0	0	0
Cluster-20342.0	94	196	220	168	144	220
Cluster-20343.0	187	0	0	0	7	0
Cluster-20344.0	344	595	426	677	263	257
Cluster-20345.0	827	302	181	272	255	265
Cluster-20346.0	38	132	91	118	119	184
Cluster-20347.0	276	64	451	195	396	171
Cluster-20348.0	145	250	590	354	389	391
Cluster-20349.0	318	321	200	133	118	37
Cluster-20350.0	320	17	97	141	19	72
Cluster-20351.0	282	286	176	56	381	308
Cluster-20352.0	86	60	0	57	4	0
Cluster-20353.0	216	53	114	110	44	0
Cluster-20354.0	64	0	0	0	0	0
Cluster-20355.0	108	0	66	52	68	7
Cluster-20356.0	195	206	288	378	319	152
Cluster-20356.1	0	64	27	90	108	30
Cluster-20357.0	31	22	41	43	13	18
Cluster-20358.0	3966	1805	1219	1024	1694	1187
Cluster-20358.1	1578	1326	901	834	544	611
Cluster-20359.0	731	374	440	510	718	500
Cluster-20360.0	79	221	226	625	870	391
Cluster-20361.0	82	61	40	69	98	135
Cluster-20362.0	28	197	98	120	81	79
Cluster-20363.0	133	102	0	87	76	57
Cluster-20364.0	66	154	194	196	151	174
Cluster-20365.0	48	92	314	160	465	168
Cluster-20365.1	294	141	138	69	265	10
Cluster-20366.0	671	484	668	427	445	360
Cluster-20367.0	171	72	56	155	135	72
Cluster-20368.0	198	163	351	203	379	165
Cluster-20368.1	37	19	0	8	8	0
Cluster-20369.0	122	45	47	142	56	35
Cluster-20369.1	117	36	12	30	16	0
Cluster-20370.0	121	0	0	5	0	40
Cluster-20371.0	535	1119	807	703	56	318
Cluster-20372.0	177	296	302	352	387	343
Cluster-20373.0	587	460	194	391	416	227
Cluster-20373.1	8	115	131	55	76	72
Cluster-20373.2	0	25	6	25	19	28
Cluster-20374.0	36	0	11	0	0	0
Cluster-20375.0	168	202	348	155	228	388
Cluster-20376.0	466	452	304	329	279	232
Cluster-20376.1	94	0	25	26	53	20
Cluster-20377.0	252	424	498	584	426	498
Cluster-20378.0	192	77	29	123	57	102
Cluster-20379.0	0	0	0	0	3	22
Cluster-20379.1	649	618	391	472	437	414
Cluster-20380.0	141	0	35	170	170	133
Cluster-20381.0	0	0	0	0	14	0
Cluster-20381.1	263	40	168	135	172	225
Cluster-20382.0	0	24	17	97	34	0
Cluster-20382.1	642	412	935	501	354	293
Cluster-20383.0	31	0	0	0	0	0
Cluster-20384.0	137	0	0	0	0	0
Cluster-20385.0	188	0	0	0	0	0
Cluster-20386.0	374	288	256	359	396	428
Cluster-20387.0	38	156	85	122	86	92
Cluster-20388.0	265	135	262	104	106	87
Cluster-20389.0	94	0	90	59	87	14
Cluster-20390.0	417	140	353	427	299	432
Cluster-20391.0	71	0	1	14	5	0
Cluster-20392.0	170	0	122	118	80	102
Cluster-20393.0	97	0	0	26	37	0
Cluster-20394.0	301	143	390	415	294	565
Cluster-20395.0	759	356	341	493	487	349
Cluster-20395.1	820	120	301	300	471	297
Cluster-20395.2	0	0	0	19	30	50
Cluster-20395.3	0	0	0	9	19	5
Cluster-20395.4	508	688	558	812	915	547
Cluster-20396.0	946	758	943	1276	1215	1048
Cluster-20397.0	65	0	36	8	2	15
Cluster-20398.0	255	0	48	14	538	141
Cluster-20398.1	103	0	0	0	146	88
Cluster-20399.0	17	0	25	25	35	0
Cluster-20399.1	433	296	356	291	376	153
Cluster-20400.0	575	670	639	514	578	473
Cluster-20400.1	0	89	102	205	288	102
Cluster-20401.0	1110	275	823	373	367	766
Cluster-20402.0	100	135	217	89	145	92
Cluster-20403.0	423	170	73	185	115	104
Cluster-20404.0	41	68	177	47	105	101
Cluster-20404.1	118	249	314	91	187	90
Cluster-20405.0	128	0	0	0	1	9
Cluster-20406.0	95	0	0	12	18	0
Cluster-20407.0	90	0	93	3	8	21
Cluster-20408.0	128	102	138	106	16	94
Cluster-20409.0	269	126	180	192	198	94
Cluster-20410.0	37	0	0	0	0	0
Cluster-20411.0	0	0	0	0	10	0
Cluster-20411.1	0	3	0	21	1	0
Cluster-20411.2	261	244	204	258	167	48
Cluster-20411.3	0	135	55	133	194	234
Cluster-20412.0	334	116	162	288	264	354
Cluster-20413.0	808	332	903	501	470	335
Cluster-20414.0	1158	116	0	51	94	89
Cluster-20414.1	0	0	0	0	24	0
Cluster-20415.0	376	230	301	352	227	252
Cluster-20416.0	832	627	692	807	285	416
Cluster-20416.1	329	223	183	234	121	142
Cluster-20417.0	499	193	164	204	180	241
Cluster-20417.1	154	427	551	170	466	344
Cluster-20418.0	87	14	85	89	24	33
Cluster-20418.1	0	0	0	8	13	23
Cluster-20419.0	98	0	0	6	16	0
Cluster-20420.0	270	200	154	382	471	313
Cluster-20421.0	251	697	1112	1010	625	894
Cluster-20422.0	121	130	240	150	419	290
Cluster-20422.1	94	254	173	46	191	10
Cluster-20423.0	258	31	24	142	131	0
Cluster-20424.0	102	0	132	138	96	129
Cluster-20425.0	258	25	73	80	148	168
Cluster-20426.0	329	278	337	330	178	246
Cluster-20427.0	339	190	399	311	281	285
Cluster-20428.0	259	221	239	202	164	113
Cluster-20429.0	89	0	0	23	19	0
Cluster-20430.0	87	0	109	57	90	89
Cluster-20431.0	143	129	89	83	77	94
Cluster-20432.0	86	0	0	0	0	0
Cluster-20433.0	238	319	404	579	530	356
Cluster-20433.1	0	0	0	12	5	0
Cluster-20434.0	625	173	422	548	427	306
Cluster-20435.0	44	0	0	22	2	0
Cluster-20436.0	41	167	0	179	81	107
Cluster-20437.0	557	404	694	340	238	379
Cluster-20437.1	0	0	0	19	2	0
Cluster-20438.0	594	243	693	520	466	197
Cluster-20438.1	0	0	0	0	17	0
Cluster-20439.0	72	0	0	0	0	0
Cluster-20440.0	72	140	252	26	125	50
Cluster-20441.0	339	483	425	548	339	412
Cluster-20442.0	67	41	0	31	31	15
Cluster-20443.0	131	283	287	328	390	408
Cluster-20444.0	177	71	350	234	105	216
Cluster-20445.0	606	453	613	809	623	619
Cluster-20446.0	63	0	0	0	0	36
Cluster-20447.0	68	53	38	71	119	84
Cluster-20448.0	84	0	0	0	5	0
Cluster-20448.1	531	857	726	898	553	558
Cluster-20448.2	372	183	181	350	316	146
Cluster-20448.3	120	71	118	87	216	122
Cluster-20449.0	500	720	599	511	460	416
Cluster-20450.0	66	214	250	280	134	206
Cluster-20451.0	180	160	84	151	97	103
Cluster-20452.0	79	112	152	119	132	20
Cluster-20453.0	41	39	0	9	29	0
Cluster-20454.0	113	132	568	548	192	225
Cluster-20455.0	78	0	23	7	85	56
Cluster-20456.0	435	523	891	983	1517	771
Cluster-20456.1	332	0	43	84	85	85
Cluster-20456.2	536	597	327	679	411	522
Cluster-20457.0	180	329	698	390	329	234
Cluster-20458.0	187	371	399	372	466	186
Cluster-20459.0	423	240	602	315	134	131
Cluster-20460.0	0	27	0	0	34	0
Cluster-20460.1	84	48	135	154	72	74
Cluster-20461.0	95	35	0	6	18	27
Cluster-20462.0	44	85	0	68	25	0
Cluster-20463.0	394	167	301	207	139	145
Cluster-20464.0	855	38	114	198	1126	841
Cluster-20464.1	0	0	0	0	9	0
Cluster-20464.2	0	0	0	0	19	0
Cluster-20464.3	0	0	0	11	51	0
Cluster-20465.0	88	60	34	259	216	206
Cluster-20466.0	67	58	2	69	36	89
Cluster-20467.0	164	95	140	173	212	71
Cluster-20468.0	397	387	888	490	533	378
Cluster-20469.0	139	29	316	588	29	190
Cluster-20469.1	0	0	20	41	0	0
Cluster-20470.0	183	0	28	0	0	9
Cluster-20470.1	232	0	40	8	0	15
Cluster-20471.0	1391	1465	1325	1113	172	780
Cluster-20472.0	320	332	447	482	364	473
Cluster-20472.1	0	0	0	19	10	0
Cluster-20472.2	0	0	0	0	0	24
