	WC1E	WC1T	WC2E	WC2T	WC3E	WC3T	WH3E	WH5E	WH5T	WH6E	WH6T
Cluster-16521.11747	3	0	0	4	10	2	4	0	2	10	0
Cluster-16521.11748	7	6	7	3	8	3	11	2	1	2	5
Cluster-16521.11749	458	469	460	529	572	572	452	412	375	565	772
Cluster-16521.11750	2	0	11	7	7	7	10	5	1	0	3
Cluster-16521.11751	43	10	14	15	19	21	24	10	9	9	7
Cluster-16521.11752	772	656	617	797	731	848	817	820	861	872	897
Cluster-16521.11753	152	91	46	121	152	89	9	30	37	240	1591
Cluster-16521.11754	83	252	308	394	96	378	74	238	375	24	4
Cluster-16521.11755	7	4	0	15	2	0	0	0	0	0	0
Cluster-16521.11756	0	0	0	3	11	0	2	0	4	0	0
Cluster-16521.11757	1786	1485	1319	2038	1680	1820	1890	1639	1828	1425	2228
Cluster-16521.11758	0	0	3	12	0	0	3	6	5	0	9
Cluster-16521.11759	0	9	0	4	6	12	4	6	11	7	21
Cluster-16521.11760	5	7	5	8	8	14	13	4	0	0	0
Cluster-16521.11761	89	92	116	69	101	33	58	42	28	45	58
Cluster-16521.11762	171	179	159	158	147	133	67	118	58	294	836
Cluster-16521.11763	6	13	17	20	8	18	13	7	2	7	20
Cluster-16521.11764	5	5	10	4	9	1	17	31	8	76	196
Cluster-16521.11765	17	18	32	12	2	4	47	50	61	253	538
Cluster-16521.11766	76	153	171	79	110	14	350	392	444	1229	3246
Cluster-16521.11767	0	3	0	3	0	0	19	20	32	70	794
Cluster-16521.11768	98	135	198	98	149	144	97	48	90	182	508
Cluster-16521.11769	2	8	5	7	6	2	5	0	0	8	2
Cluster-16521.11770	35	14	23	12	6	23	33	32	71	7	16
Cluster-16521.11771	50	101	34	54	28	17	34	60	95	8	9
Cluster-16521.11772	24	3	29	15	10	16	0	2	3	2	1
Cluster-16521.11773	9	13	16	0	7	4	0	0	0	0	0
Cluster-16521.11774	572	614	532	576	589	577	411	434	488	803	993
Cluster-16521.11775	110	120	93	86	178	213	106	58	85	31	86
Cluster-16521.11776	1	1	0	1	0	0	0	6	0	5	0
Cluster-16521.11777	51	26	31	45	45	52	63	31	21	14	46
Cluster-16521.11778	24	7	7	21	13	26	10	2	2	2	4
Cluster-16521.11779	7	6	3	12	4	7	10	14	53	6	11
Cluster-16521.11780	3	0	0	0	0	0	0	3	0	0	6
Cluster-16521.11781	16	3	6	9	7	10	0	0	0	0	0
Cluster-16521.11782	625	623	533	722	728	607	656	574	692	497	782
Cluster-16521.11783	11	0	11	0	19	6	4	4	5	0	1
Cluster-16521.11784	317	334	310	357	471	341	436	357	397	139	151
Cluster-16521.11785	27	31	48	29	44	55	38	25	30	20	7
Cluster-16521.11786	0	1	0	0	0	0	0	9	0	0	0
Cluster-16521.11787	46	33	33	85	39	65	70	78	88	122	74
Cluster-16521.11788	62	53	70	124	61	89	72	86	87	97	65
Cluster-16521.11789	2	0	0	0	0	0	5	1	3	0	0
Cluster-16521.11790	283	332	389	188	292	252	143	127	200	238	163
Cluster-16521.11791	18	51	40	32	28	20	11	19	31	21	17
Cluster-16521.11792	274	260	191	161	251	260	288	223	340	413	291
Cluster-16521.11793	12	52	50	20	23	5	32	29	37	13	12
Cluster-16521.11794	51	53	14	40	61	19	36	23	13	4	6
Cluster-16521.11795	3	0	0	4	0	3	7	0	1	1	0
Cluster-16521.11796	27	50	30	5	17	4	53	115	92	11	3
Cluster-16521.11797	17	11	17	14	37	14	17	9	9	13	29
Cluster-16521.11798	41	25	32	50	146	74	12	9	48	806	3349
Cluster-16521.11799	147	118	144	144	254	237	228	121	86	267	921
Cluster-16521.11800	7	0	2	14	10	0	0	3	0	3	0
Cluster-16521.11801	663	660	817	586	528	433	328	401	420	264	194
Cluster-16521.11802	0	0	0	0	0	0	0	0	0	13	67
Cluster-16521.11803	0	0	0	0	0	3	0	1	4	33	77
Cluster-16521.11804	26	0	25	11	18	22	6	1	7	7	2
Cluster-16521.11805	0	0	0	1	0	8	0	2	0	0	0
Cluster-16521.11806	155	116	158	198	149	132	93	157	107	237	70
Cluster-16521.11807	14	9	0	7	20	5	0	4	0	0	0
Cluster-16521.11808	621	567	659	555	544	621	526	646	547	420	589
Cluster-16521.11809	2	0	0	5	0	9	0	2	0	0	11
Cluster-16521.11810	27	11	9	11	37	16	18	18	11	37	27
Cluster-16521.11811	1	0	4	0	1	9	3	0	0	3	0
Cluster-16521.11812	167	470	163	78	125	144	88	80	124	61	3
Cluster-16521.11813	4	79	13	8	11	6	10	9	0	0	0
Cluster-16521.11814	470	400	427	496	412	395	207	181	208	227	278
Cluster-16521.11815	657	284	461	845	570	772	346	253	345	238	294
Cluster-16521.11816	230	239	295	179	185	132	115	112	46	203	156
Cluster-16521.11817	316	310	338	404	330	320	130	129	180	119	57
Cluster-16521.11818	0	8	1	2	0	0	1	0	4	9	0
Cluster-16521.11819	0	21	12	6	11	9	27	13	8	3	0
Cluster-16521.11820	0	0	9	0	0	0	0	1	0	0	0
Cluster-16521.11821	0	0	0	6	0	0	7	0	0	0	0
Cluster-16521.11822	56	45	68	131	50	57	47	33	35	24	23
Cluster-16521.11823	267	132	209	119	153	131	196	125	57	95	36
Cluster-16521.11824	18	6	0	3	4	14	11	11	1	1	0
Cluster-16521.11825	83	53	29	72	61	68	55	45	28	12	4
Cluster-16521.11826	5	3	0	3	0	0	9	0	0	0	4
Cluster-16521.11827	2	0	0	15	0	0	2	0	0	0	0
Cluster-16521.11828	10	19	13	11	14	2	0	5	24	29	7
Cluster-16521.11829	1	0	3	1	1	7	0	0	7	3	3
Cluster-16521.11830	6	7	0	4	7	0	5	1	9	0	0
Cluster-16521.11831	162	143	98	226	225	237	189	180	179	288	275
Cluster-16521.11832	17	0	2	2	13	20	0	2	1	0	0
Cluster-16521.11833	5	0	4	7	4	0	0	0	0	9	0
Cluster-16521.11834	12	11	0	6	3	3	9	2	0	0	0
Cluster-16521.11835	4	10	8	3	10	21	28	7	8	6	7
Cluster-16521.11836	0	0	0	0	0	0	0	0	0	60	32
Cluster-16521.11837	4	0	0	9	1	3	0	0	0	2	0
Cluster-16521.11838	666	684	753	787	774	746	729	695	801	3027	1715
Cluster-16521.11839	374	272	335	578	413	401	380	460	323	348	213
Cluster-16521.11840	17	5	11	24	37	46	25	26	49	16	7
Cluster-16521.11841	491	385	365	524	475	467	502	404	411	686	563
Cluster-16521.11842	26	5	25	24	21	12	16	12	20	15	12
Cluster-16521.11843	2	0	0	4	1	0	10	2	2	0	0
Cluster-16521.11844	15	11	7	4	16	3	10	14	15	13	6
Cluster-16521.11845	10	0	19	8	4	16	12	3	14	9	1
Cluster-16521.11846	5	3	1	5	6	18	4	10	8	19	2
Cluster-16521.11847	134	161	171	86	183	117	38	50	43	45	0
Cluster-16521.11848	37	60	118	66	123	67	13	7	13	12	0
Cluster-16521.11849	2	1	19	34	9	7	5	6	0	5	5
Cluster-16521.11850	1011	1345	1161	1082	1172	972	156	175	223	48	4
Cluster-16521.11851	0	0	0	4	0	24	0	8	5	0	0
Cluster-16521.11852	14	0	8	4	18	11	8	12	14	0	0
Cluster-16521.11853	13	0	7	21	24	21	18	7	6	0	1
Cluster-16521.11854	3	7	12	2	14	1	3	4	1	2	4
Cluster-16521.11855	1055	955	1377	1947	1121	1388	1689	2360	1871	1335	1082
Cluster-16521.11856	7	6	0	4	10	7	0	5	2	0	3
Cluster-16521.11857	7	0	3	1	10	4	5	4	25	7	4
Cluster-16521.11858	788	1224	1036	1158	1143	1087	2180	3339	4671	1928	171
Cluster-16521.11859	187	130	211	213	233	176	363	610	507	661	933
Cluster-16521.11860	0	0	0	2	3	0	6	1	0	2	10
Cluster-16521.11861	0	0	2	3	0	4	0	1	0	0	0
Cluster-16521.11862	25	27	15	20	34	25	24	14	15	6	5
Cluster-16521.11863	103	77	85	73	56	81	55	29	38	13	32
Cluster-16521.11864	233	236	283	253	225	256	143	115	142	76	65
Cluster-16521.11865	54	36	66	45	95	80	24	36	10	21	14
Cluster-16521.11866	2	5	0	2	0	0	0	0	0	0	0
Cluster-16521.11867	191	132	111	204	205	201	200	195	160	177	35
Cluster-16521.11868	1	0	0	0	8	2	0	0	0	0	0
Cluster-16521.11869	50	87	23	40	49	8	27	29	4	48	26
Cluster-16521.11870	66	53	102	106	30	28	74	141	135	99	50
Cluster-16521.11871	11	0	0	16	23	25	19	4	6	4	7
Cluster-16521.11872	0	0	0	8	3	3	8	0	1	5	0
Cluster-16521.11873	13	3	0	2	4	0	0	0	0	0	0
Cluster-16521.11874	4	0	0	10	11	2	0	9	10	0	1
Cluster-16521.11875	85	38	78	56	75	67	60	61	80	49	502
Cluster-16521.11876	3	0	6	3	3	0	1	1	5	0	0
Cluster-16521.11877	10	4	17	12	11	8	14	10	13	4	3
Cluster-16521.11878	9	17	2	9	1	9	4	2	16	9	8
Cluster-16521.11879	2	6	0	2	9	0	0	7	0	5	0
Cluster-16521.11880	6	16	13	13	10	6	9	5	3	4	9
Cluster-16521.11881	0	0	7	4	10	4	0	1	0	0	0
Cluster-16521.11882	6	0	3	23	5	12	3	3	0	6	17
Cluster-16521.11883	7	11	9	10	0	2	1	8	2	0	0
Cluster-16521.11884	424	407	136	95	562	253	102	69	47	205	202
Cluster-16521.11885	226	259	250	214	218	203	373	306	239	144	957
Cluster-16521.11886	0	0	6	1	7	3	0	1	3	0	0
Cluster-16521.11887	3	5	11	4	6	1	5	3	6	14	0
Cluster-16521.11888	3	0	2	0	1	9	0	3	2	0	0
Cluster-16521.11889	18	2	22	3	16	0	0	1	1	3	0
Cluster-16521.11890	27	35	86	37	53	17	65	46	42	37	19
Cluster-16521.11891	561	343	446	611	625	656	575	546	592	414	173
Cluster-16521.11892	240	132	161	187	239	159	316	255	193	334	525
Cluster-16521.11893	0	0	0	0	1	7	0	0	0	1	0
Cluster-16521.11894	0	0	0	0	1	0	4	0	0	0	0
Cluster-16521.11895	16	4	7	21	6	8	9	5	2	9	2
Cluster-16521.11896	39	36	35	47	19	52	53	82	23	21	46
Cluster-16521.11897	20	9	22	17	5	4	2	10	11	1	19
Cluster-16521.11898	10	0	0	0	10	13	1	0	0	3	9
Cluster-16521.11899	16	3	15	13	4	0	9	8	4	3	0
Cluster-16521.11900	182	176	282	211	226	180	348	282	282	239	193
Cluster-16521.11901	214	248	226	312	384	404	240	248	203	37	8
Cluster-16521.11902	515	562	444	497	511	560	471	593	454	441	325
Cluster-16521.11903	6	1	0	7	2	0	0	0	0	1	7
Cluster-16521.11904	2	1	6	6	1	7	0	13	5	16	0
Cluster-16521.11905	0	0	0	0	0	0	0	4	0	11	64
Cluster-16521.11906	10	7	8	15	27	8	4	15	9	9	19
Cluster-16521.11907	8	5	6	19	8	11	0	13	8	5	13
Cluster-16521.11908	709	493	911	972	801	795	695	850	888	490	171
Cluster-16521.11909	7	0	0	1	1	4	1	0	0	0	0
Cluster-16521.11910	237	172	205	267	232	198	234	226	177	303	388
Cluster-16521.11911	153	142	286	161	161	81	175	204	173	47	8
Cluster-16521.11912	2	17	5	1	6	0	14	15	0	0	0
Cluster-16521.11913	12	47	0	34	16	20	2	14	18	6	5
Cluster-16521.11914	0	0	0	0	0	0	0	0	0	51	2
Cluster-16521.11915	337	372	386	322	382	257	416	387	310	240	224
Cluster-16521.11916	17	11	21	9	12	20	7	5	5	6	9
Cluster-16521.11917	0	0	0	0	0	0	0	0	0	16	14
Cluster-16521.11918	3	0	0	2	0	3	13	4	5	9	4
Cluster-16521.11919	10	6	6	23	3	6	0	0	0	0	0
Cluster-16521.11920	0	2	0	0	3	0	5	2	4	1	16
Cluster-16521.11921	88	83	103	107	115	56	102	36	49	58	32
Cluster-16521.11922	65	73	104	74	110	74	86	89	113	203	773
Cluster-16521.11923	1	0	5	8	2	0	2	4	5	0	12
Cluster-16521.11924	2	0	0	2	1	3	0	0	0	1	0
Cluster-16521.11925	57	70	110	121	95	100	116	104	67	48	199
Cluster-16521.11926	0	10	0	0	0	0	0	7	0	0	8
Cluster-16521.11927	0	0	0	4	0	1	0	1	12	47	0
Cluster-16521.11928	57	98	62	47	40	25	26	18	6	111	105
Cluster-16521.11929	9	2	0	4	0	0	0	1	0	2	4
Cluster-16521.11930	0	0	0	2	3	4	2	5	0	0	0
Cluster-16521.11931	195	139	195	190	201	207	141	159	99	129	251
Cluster-16521.11932	0	0	0	0	0	0	0	0	1	224	61
Cluster-16521.11933	977	1050	1211	965	1179	892	769	844	695	1023	1474
Cluster-16521.11934	68	108	70	153	147	116	80	84	143	134	102
Cluster-16521.11935	11	0	9	10	51	67	3	0	5	844	23
Cluster-16521.11936	0	0	0	0	0	6	0	0	0	92	0
Cluster-16521.11937	7	14	0	13	18	12	0	7	15	3	5
Cluster-16521.11938	12	13	11	23	22	14	2	15	20	1	0
Cluster-16521.11939	25	1	17	30	31	24	7	10	6	3	6
Cluster-16521.11940	12	0	0	3	2	8	9	2	4	1	0
Cluster-16521.11941	377	264	235	183	436	206	176	329	345	1406	344
Cluster-16521.11942	112	78	142	119	151	105	172	171	190	139	95
Cluster-16521.11943	11	5	1	14	12	17	6	8	7	22	8
Cluster-16521.11944	0	8	8	7	10	0	0	0	5	3	0
Cluster-16521.11945	0	0	4	0	0	0	5	0	2	0	5
Cluster-16521.11946	12	5	0	2	7	6	4	7	0	0	0
Cluster-16521.11947	10	0	0	6	6	0	13	8	5	35	13
Cluster-16521.11948	338	396	433	376	346	335	321	417	452	433	199
Cluster-16521.11949	6	2	0	0	6	1	0	0	0	0	0
Cluster-16521.11950	34	67	42	10	98	23	5	2	3	7	0
Cluster-16521.11951	1516	1416	1327	1054	2357	3755	447	458	487	303	18
Cluster-16521.11952	0	0	0	0	3	0	5	2	11	151	273
Cluster-16521.11953	229	228	162	120	223	387	51	91	87	64	4
Cluster-16521.11954	6	12	0	21	20	30	5	10	17	1	16
Cluster-16521.11955	93	153	69	60	73	90	55	74	42	211	699
Cluster-16521.11956	5	13	0	6	5	8	1	2	1	3	13
Cluster-16521.11957	0	0	0	4	0	0	0	0	0	1	0
Cluster-16521.11958	57	46	44	19	46	41	77	76	38	150	150
Cluster-16521.11959	7	11	11	24	16	37	5	4	10	14	26
Cluster-16521.11960	628	566	599	630	605	681	458	481	395	830	1458
Cluster-16521.11961	49	39	87	53	11	6	15	5	4	0	0
Cluster-16521.11962	231	185	227	156	240	255	208	193	119	85	116
Cluster-16521.11963	0	0	0	0	0	0	0	4	3	362	262
Cluster-16521.11964	75	34	40	74	74	67	89	87	105	51	38
Cluster-16521.11965	0	0	0	0	0	0	0	0	0	19	9
Cluster-16521.11966	50	153	28	92	86	165	46	214	189	107	9
Cluster-16521.11967	43	64	25	1	20	2	94	158	224	10	6
Cluster-16521.11968	388	302	286	406	374	368	313	259	313	294	273
Cluster-16521.11969	151	147	205	144	141	169	188	137	98	181	147
Cluster-16521.11970	518	573	618	591	430	374	623	511	315	662	637
Cluster-16521.11971	288	315	322	396	339	317	255	277	267	373	477
Cluster-16521.11972	2	2	12	7	20	2	5	17	3	9	26
Cluster-16521.11973	21	2	6	30	15	24	13	17	20	3	10
Cluster-16521.11974	0	0	0	0	0	0	0	1	0	56	31
Cluster-16521.11975	30	31	32	30	24	23	6	20	19	4	28
Cluster-16521.11976	2	10	0	3	4	0	7	0	0	0	8
Cluster-16521.11977	2	6	5	3	1	2	5	4	0	2	3
Cluster-16521.11978	13	39	32	32	20	28	24	16	23	29	6
Cluster-16521.11979	3	0	2	0	5	5	0	4	8	0	0
Cluster-16521.11980	4	0	7	16	0	0	0	0	0	0	0
Cluster-16521.11981	4	0	0	1	0	1	0	0	2	0	0
Cluster-16521.11982	9	0	0	0	0	13	7	0	2	0	0
Cluster-16521.11983	54	49	49	36	29	21	28	5	6	8	5
Cluster-16521.11984	294	322	360	235	336	333	319	161	146	114	81
Cluster-16521.11985	4	1	12	13	4	11	6	6	4	0	3
Cluster-16521.11986	2	0	0	14	6	1	3	7	3	0	0
Cluster-16521.11987	1	8	10	2	1	0	0	0	0	0	0
Cluster-16521.11988	27	0	10	20	11	11	2	0	0	0	0
Cluster-16521.11989	20	0	7	1	3	0	11	7	0	27	2
Cluster-16521.11990	2	3	8	18	2	6	7	0	3	52	423
Cluster-16521.11991	291	412	341	438	444	414	712	545	726	174	284
Cluster-16521.11992	103	91	47	68	82	78	72	74	84	31	6
Cluster-16521.11993	11	4	20	9	11	40	38	14	39	10	6
Cluster-16521.11994	18	6	13	5	6	12	2	13	14	4	0
Cluster-16521.11995	0	0	0	2	1	3	0	0	2	1	0
Cluster-16521.11996	8	0	19	9	6	0	4	15	0	0	0
Cluster-16521.11997	0	0	0	0	0	0	0	0	0	64	16
Cluster-16521.11998	6	0	4	0	0	10	4	1	0	0	8
Cluster-16521.11999	2	3	0	2	2	0	10	8	0	3	8
Cluster-16521.12000	28	60	28	16	15	3	29	16	14	8	1
Cluster-16521.12001	246	247	305	250	203	137	315	359	189	179	25
Cluster-16521.12002	1	13	17	0	17	6	6	2	11	3	0
Cluster-16521.12003	736	468	747	831	636	664	730	495	456	211	40
Cluster-16521.12004	9	32	17	11	2	14	3	10	2	0	0
Cluster-16521.12005	5	10	16	16	16	15	10	1	6	24	25
Cluster-16521.12006	2	0	0	8	2	0	2	1	2	0	0
Cluster-16521.12007	0	8	0	0	1	4	8	1	7	0	0
Cluster-16521.12008	0	0	0	4	0	4	3	16	17	0	4
Cluster-16521.12009	0	0	3	5	1	0	0	0	0	7	0
Cluster-16521.12010	33	53	59	56	44	40	68	36	55	14	16
Cluster-16521.12011	2	0	9	4	1	4	0	1	0	3	0
Cluster-16521.12012	8	6	5	17	18	9	39	15	14	8	0
Cluster-16521.12013	0	8	0	9	4	2	0	3	0	0	0
Cluster-16521.12014	11	9	13	18	11	10	4	1	0	0	0
Cluster-16521.12015	382	165	272	404	119	310	259	179	130	43	21
Cluster-16521.12016	156	136	183	234	174	241	184	148	226	161	234
Cluster-16521.12017	1	1	0	9	0	0	0	0	0	0	0
Cluster-16521.12018	4	0	6	9	9	9	0	5	6	0	0
Cluster-16521.12019	29	6	15	33	21	38	22	26	17	23	13
Cluster-16521.12020	0	4	0	12	0	0	0	2	11	0	0
Cluster-16521.12021	12	7	0	6	13	13	1	1	18	17	0
Cluster-16521.12022	2	13	0	17	11	5	6	7	0	2	3
Cluster-16521.12023	258	267	386	289	269	367	91	73	66	166	7
Cluster-16521.12024	14	5	23	8	10	29	21	19	16	2	19
Cluster-16521.12025	94	52	77	95	93	112	39	32	44	42	46
Cluster-16521.12026	302	253	303	396	272	443	279	296	234	140	105
Cluster-16521.12027	76	74	75	70	12	22	27	104	96	49	10
Cluster-16521.12028	0	0	0	0	0	0	0	0	0	2	17
Cluster-16521.12029	2	0	4	1	4	17	0	0	2	0	3
Cluster-16521.12030	0	6	7	2	20	0	0	0	0	0	0
Cluster-16521.12031	0	0	0	4	0	0	10	0	3	4	0
Cluster-16521.12032	220	235	168	232	251	190	270	243	269	176	86
Cluster-16521.12033	180	108	75	23	111	46	69	132	42	92	89
Cluster-16521.12034	0	5	0	6	3	4	1	4	0	0	0
Cluster-16521.12035	968	942	879	1111	1040	1054	1169	1101	1001	911	325
Cluster-16521.12036	6	0	8	13	9	0	6	1	7	39	23
Cluster-16521.12037	1	0	9	11	1	7	0	0	0	0	0
Cluster-16521.12038	8	2	0	9	3	17	12	2	9	0	0
Cluster-16521.12039	10	0	9	0	8	13	3	4	4	0	0
Cluster-16521.12040	18	3	40	16	28	41	13	18	0	2	0
Cluster-16521.12041	915	931	935	1110	939	1049	896	751	708	572	165
Cluster-16521.12042	28	27	25	27	11	8	3	6	3	4	12
Cluster-16521.12043	128	233	256	383	165	191	289	258	198	257	244
Cluster-16521.12044	3	5	19	12	14	8	11	11	2	0	3
Cluster-16521.12045	721	711	645	706	957	769	395	452	533	1225	2562
Cluster-16521.12046	85	73	50	80	79	85	60	34	45	24	0
Cluster-16521.12047	44	53	53	34	36	66	12	9	7	6	4
Cluster-16521.12048	302	314	272	276	275	187	211	163	178	161	199
Cluster-16521.12049	25	58	85	15	27	47	6	23	22	17	24
Cluster-16521.12050	42	22	29	33	30	52	19	35	13	17	21
Cluster-16521.12051	30	44	13	35	44	23	35	27	24	20	29
Cluster-16521.12052	0	4	19	16	2	7	7	1	11	1	0
Cluster-16521.12053	0	0	0	4	3	0	0	0	0	22	0
Cluster-16521.12054	455	441	278	574	508	643	365	317	405	368	555
Cluster-16521.12055	0	0	0	0	0	0	0	3	6	1	1
Cluster-16521.12056	57	29	31	12	44	21	314	435	333	77	11
Cluster-16521.12057	22	11	6	7	23	27	8	9	3	8	10
Cluster-16521.12058	417	201	285	377	362	533	330	265	373	192	272
Cluster-16521.12059	0	0	0	0	0	0	0	0	0	14	0
Cluster-16521.12060	3	1	0	3	9	13	0	4	0	0	4
Cluster-16521.12061	3	1	0	2	1	1	5	1	0	3	6
Cluster-16521.12062	4	10	0	10	8	10	0	3	6	8	17
Cluster-16521.12063	489	589	475	543	499	514	516	400	417	630	797
Cluster-16521.12064	22	17	5	17	12	15	2	1	9	5	0
Cluster-16521.12065	0	6	6	5	8	2	21	108	73	23	6
Cluster-16521.12066	9	0	18	10	0	0	4	0	3	8	1
Cluster-16521.12067	0	0	6	1	0	0	0	3	0	0	0
Cluster-16521.12068	531	475	557	605	553	677	646	615	730	394	407
Cluster-16521.12069	513	541	633	359	357	400	717	468	356	68	16
Cluster-16521.12070	16	8	27	7	5	0	0	8	8	0	0
Cluster-16521.12071	25	31	16	32	15	54	14	13	29	6	0
Cluster-16521.12072	16	4	0	11	10	8	9	5	3	0	5
Cluster-16521.12073	5	3	0	0	2	0	6	3	0	3	0
Cluster-16521.12074	47	81	92	116	74	42	52	74	61	51	35
Cluster-16521.12075	5	1	6	4	10	6	15	2	0	2	0
Cluster-16521.12076	0	0	0	0	0	0	0	0	0	61	15
Cluster-16521.12077	10	2	5	2	13	0	0	0	1	1	0
Cluster-16521.12078	193	116	91	123	134	113	35	42	64	149	86
Cluster-16521.12079	31	13	12	10	13	13	0	4	10	25	20
Cluster-16521.12080	86	103	102	72	134	47	155	201	122	109	184
Cluster-16521.12081	12	0	7	1	5	0	1	3	8	0	4
Cluster-16521.12082	1038	925	1189	1310	1028	1170	1022	1033	1198	820	1556
Cluster-16521.12083	2	0	0	0	0	0	6	0	0	0	0
Cluster-16521.12084	165	111	132	210	122	231	168	117	125	35	6
Cluster-16521.12085	20	1	9	26	31	38	37	22	24	19	2
Cluster-16521.12086	69	83	26	46	66	71	24	20	21	23	34
Cluster-16521.12087	490	631	607	705	538	569	475	552	469	435	564
Cluster-16521.12088	10	0	1	4	3	2	0	2	7	0	2
Cluster-16521.12089	0	3	8	0	4	0	16	9	2	5	0
Cluster-16521.12090	97	134	85	128	76	111	303	391	237	124	18
Cluster-16521.12091	28	51	15	77	18	14	65	69	44	20	28
Cluster-16521.12092	0	0	0	0	0	0	17	7	11	35	2
Cluster-16521.12093	346	420	445	552	357	331	323	357	297	666	1003
Cluster-16521.12094	262	286	255	241	196	122	91	185	126	853	2562
Cluster-16521.12095	10	9	0	1	18	2	11	0	0	2	0
Cluster-16521.12096	128	45	77	148	176	148	120	221	105	472	276
Cluster-16521.12097	0	0	0	0	0	0	0	4	0	0	13
Cluster-16521.12098	593	575	519	640	595	509	416	356	353	301	210
Cluster-16521.12099	0	0	4	3	9	16	6	9	15	24	0
Cluster-16521.12100	5	0	6	1	15	7	0	3	1	0	1
Cluster-16521.12101	2	5	0	3	3	0	16	4	7	0	0
Cluster-16521.12102	12	3	3	10	10	2	8	5	9	10	0
Cluster-16521.12103	3	1	6	9	2	5	0	0	4	1	3
Cluster-16521.12104	11	5	0	20	5	16	6	7	6	6	8
Cluster-16521.12105	5	0	0	12	4	0	1	0	10	5	0
Cluster-16521.12106	427	351	524	573	579	513	471	407	371	686	835
Cluster-16521.12107	1	8	5	4	7	6	0	0	5	1	0
Cluster-16521.12108	3	0	2	4	0	6	0	0	0	0	0
Cluster-16521.12109	466	258	478	475	368	347	518	393	422	333	398
Cluster-16521.12110	1	0	5	20	11	15	0	0	0	0	0
Cluster-16521.12111	915	838	867	1104	989	997	1032	777	859	1193	830
Cluster-16521.12112	3	10	4	3	7	7	0	3	3	0	1
Cluster-16521.12113	374	386	397	469	388	300	406	332	323	321	309
Cluster-16521.12114	52	17	81	34	81	59	30	17	39	25	4
Cluster-16521.12115	3	6	0	2	0	0	0	0	0	0	0
Cluster-16521.12116	979	1009	940	1336	1306	1312	1465	1329	1402	120	49
Cluster-16521.12117	14	8	0	13	12	12	2	4	2	0	0
Cluster-16521.12118	1	6	6	25	13	29	23	7	9	0	0
Cluster-16521.12119	10	0	0	14	3	17	7	0	4	6	0
Cluster-16521.12120	369	331	402	507	400	319	367	290	367	410	547
Cluster-16521.12121	1259	1161	1324	1507	1458	1212	1099	1272	1269	1035	1024
Cluster-16521.12122	11	2	24	5	8	0	0	3	10	7	19
Cluster-16521.12123	17	3	0	4	7	0	0	3	0	12	9
Cluster-16521.12124	17	19	17	9	6	5	4	0	2	0	0
Cluster-16521.12125	15	44	2	28	13	5	7	0	3	0	5
Cluster-16521.12126	6	17	22	9	11	7	4	6	0	0	0
Cluster-16521.12127	15	14	30	32	27	19	17	14	34	17	23
Cluster-16521.12128	76	17	88	76	121	92	40	52	43	20	20
Cluster-16521.12129	23	16	0	24	11	12	6	6	6	11	12
Cluster-16521.12130	1	4	0	2	10	2	0	0	0	0	0
Cluster-16521.12131	4	0	0	2	0	0	5	0	4	0	0
Cluster-16521.12132	4	0	0	7	0	0	0	0	0	0	0
Cluster-16521.12133	1	0	0	3	1	3	9	0	0	0	0
Cluster-16521.12134	426	395	294	364	311	262	226	204	201	256	65
Cluster-16521.12135	293	257	210	306	400	277	119	184	245	1298	2853
Cluster-16521.12136	10	0	0	0	6	0	0	2	6	7	0
Cluster-16521.12137	1258	303	1614	419	891	458	870	893	139	158	65
Cluster-16521.12138	70	136	157	106	78	50	90	119	44	66	71
Cluster-16521.12139	206	235	309	309	243	251	233	209	252	244	234
Cluster-16521.12140	162	166	201	211	135	190	161	170	139	123	98
Cluster-16521.12141	0	6	0	8	0	3	0	0	0	8	0
Cluster-16521.12142	185	527	399	460	215	423	103	53	286	51	32
Cluster-16521.12143	2	0	0	0	0	8	1	1	0	0	0
Cluster-16521.12144	102	60	79	18	85	88	143	269	192	11	0
Cluster-16521.12145	0	2	0	11	4	2	6	1	14	0	1
Cluster-16521.12146	717	409	651	835	770	794	624	693	654	434	443
Cluster-16521.12147	1	0	10	11	1	0	0	7	0	0	3
Cluster-16521.12148	5	10	0	5	0	0	6	0	3	0	0
Cluster-16521.12149	0	0	0	10	0	0	0	0	0	0	0
Cluster-16521.12150	5	4	0	6	16	0	0	2	1	0	0
Cluster-16521.12151	124	118	113	140	108	143	108	82	144	93	148
Cluster-16521.12152	647	654	694	784	650	636	379	432	303	680	620
Cluster-16521.12153	214	198	164	205	386	142	65	21	48	27	40
Cluster-16521.12154	3	3	27	0	5	9	6	5	14	11	1
Cluster-16521.12155	375	344	263	356	459	599	457	768	1887	1032	1029
Cluster-16521.12156	7	9	12	14	2	11	11	6	4	3	2
Cluster-16521.12157	33	37	38	23	30	4	56	62	62	20	9
Cluster-16521.12158	3	2	2	11	10	2	42	27	30	19	4
Cluster-16521.12159	0	0	0	0	0	0	3	0	0	70	56
Cluster-16521.12160	0	0	0	3	1	0	5	0	0	2	1
Cluster-16521.12161	2	0	0	6	0	4	2	7	2	8	4
Cluster-16521.12162	415	445	486	419	487	319	372	291	308	835	1031
Cluster-16521.12163	0	16	6	2	11	3	2	3	2	0	24
Cluster-16521.12164	1078	1109	796	986	1269	1303	1145	981	1261	659	624
Cluster-16521.12165	8	0	0	5	0	3	0	2	4	1	0
